TIME;TEMPERATURE;VOLUME;HEATING
0;36,33;300;ON
0,8154112;36,31;300;ON
1,5890846;36,31;300;ON
2,3201227;36,22;300;ON
3,0486502;36,25;300;ON
3,7748757;36,28;300;ON
4,5001722;36,25;300;ON
5,2268998;36,22;300;ON
5,969834;36,15;300;ON
6,7009438;36,22;300;ON
7,4452078;36,18;300;ON
8,1717118;36,29;300;ON
8,9195572;36,21;300;ON
9,6709929;36,25;300;ON
10,4102959;36,23;300;ON
11,1753808;36,21;300;ON
11,9320887;36,25;300;ON
12,7220022;36,29;300;ON
13,5093871;36,4;300;ON
14,2638593;36,4;300;ON
15,0590987;36,51;300;ON
15,8334494;36,67;300;ON
16,617672;37,17;300;ON
17,3966301;37,53;300;ON
18,1703076;38,05;300;ON
18,9303771;38,51;300;ON
19,694546;38,8;300;ON
20,4870958;39,08;300;ON
21,2877976;39,12;300;ON
22,0362637;39,06;300;ON
22,8070021;39;300;ON
23,5563385;38,8;300;ON
24,3490858;38,91;300;ON
25,1514693;39,04;300;ON
25,916316;39,44;300;ON
26,7080808;39,87;300;ON
27,5112557;40,22;300;ON
28,2840739;40,53;300;ON
29,0776186;40,79;300;ON
29,8805311;40,78;300;ON
30,684482;40,56;300;ON
31,4931949;40,18;300;ON
32,2841645;39,57;300;ON
33,0779815;39,39;300;ON
33,8472542;39,16;300;ON
34,6184321;39,08;300;ON
35,4124549;39,14;300;ON
36,1565973;39,23;300;ON
36,9042829;39,41;300;ON
37,6769402;39,73;300;ON
38,4237536;40;300;ON
39,1701996;40,64;300;ON
39,9037108;41,17;300;ON
40,6336131;41,32;300;ON
41,3883308;41,16;300;ON
42,1193021;41,13;300;ON
42,866103;41,33;300;ON
43,6128439;41,55;300;ON
44,3784031;41,5;300;ON
45,1072595;41,14;300;ON
45,8360408;40,75;300;ON
46,5878768;40,57;300;ON
47,3395783;40,6;300;ON
48,0872824;40,66;300;ON
48,8196447;40,98;300;ON
49,5884235;41,25;300;ON
50,3191704;41,68;300;ON
51,0511045;42,2;300;ON
51,8181563;42,84;300;ON
52,5915076;43,36;300;ON
53,3380408;43,64;300;ON
54,1081664;44,23;300;ON
54,8535771;44,66;300;ON
55,6003011;45,64;300;ON
56,3499203;46,46;300;ON
57,1122511;46,68;300;ON
57,8863938;46,67;300;ON
58,660438;46,6;300;ON
59,4347684;46,75;300;ON
60,2278521;47,22;300;ON
61,0285977;47,25;300;ON
61,8127686;47,52;300;ON
62,5883264;48,3;300;ON
63,3845263;49,25;300;ON
64,1509762;49,53;300;ON
64,9088799;49,55;300;ON
65,7117936;50,02;300;ON
66,4974453;50,22;300;ON
67,2572951;49,99;300;ON
68,05116;50,45;300;ON
