TIME;TEMPERATURE;VOLUME;HEATING
0;33,73;400;ON
0,775351;33,76;400;ON
1,56198;33,78;400;ON
2,3465696;33,86;400;ON
3,1255672;33,81;400;ON
3,9335631;33,8;400;ON
4,7090259;33,81;400;ON
5,4557724;33,89;400;ON
6,2639209;33,89;400;ON
7,0417133;33,92;400;ON
7,865469;33,87;400;ON
8,6589628;33,85;400;ON
9,442334;33,88;400;ON
10,2486009;33,82;400;ON
10,9976941;33,85;400;ON
11,7573521;33,82;400;ON
12,5190977;33,81;400;ON
13,3014475;33,82;400;ON
14,0504441;33,89;400;ON
14,7995422;34,09;400;ON
15,5430318;34,19;400;ON
16,3388118;34,36;400;ON
17,1266853;34,61;400;ON
17,8872113;34,84;400;ON
18,6739225;35,23;400;ON
19,4300139;35,48;400;ON
20,1831125;35,75;400;ON
20,9654495;35,91;400;ON
21,7824069;36,07;400;ON
22,557762;36,21;400;ON
23,3213728;36,33;400;ON
24,1004513;36,5;400;ON
24,8968981;36,67;400;ON
25,6710118;36,79;400;ON
26,423558;36,75;400;ON
27,2548197;36,68;400;ON
28,0420595;36,69;400;ON
28,8106363;36,82;400;ON
29,5701459;36,81;400;ON
30,3455584;37,05;400;ON
31,1328323;37,24;400;ON
31,8862836;37,46;400;ON
32,6742212;37,5;400;ON
33,4575886;37,53;400;ON
34,2098898;37,64;400;ON
34,9562814;37,8;400;ON
35,7324544;38,15;400;ON
36,505706;38,57;400;ON
37,2846274;38,92;400;ON
38,0604315;39;400;ON
38,8244297;39;400;ON
39,6199711;39,34;400;ON
40,4012014;39,8;400;ON
41,1782572;40,32;400;ON
41,9423815;40,79;400;ON
42,7406524;41,33;400;ON
43,5261762;41,4;400;ON
44,3279148;41,35;400;ON
45,0994205;40,8;400;ON
45,8539426;40,32;400;ON
46,676472;40,11;400;ON
47,4591257;40,28;400;ON
48,2178228;40,47;400;ON
49,0013646;40,73;400;ON
49,7575095;41,11;400;ON
50,5338687;41,83;400;ON
51,3184723;42,32;400;ON
52,0925799;42,57;400;ON
52,856819;42,39;400;ON
53,6563824;42,17;400;ON
54,4200869;42,3;400;ON
55,2450158;42,66;400;ON
56,0398318;42,81;400;ON
56,8080329;42,78;400;ON
57,5601419;43,05;400;ON
58,3350318;43,33;400;ON
59,1031276;44,06;400;ON
59,922415;44,73;400;ON
60,6647439;44,95;400;ON
61,4671739;45,09;400;ON
62,2578369;45,62;400;ON
63,0202467;46,02;400;ON
63,7727544;46,65;400;ON
64,5545016;46,99;400;ON
65,3541778;47,62;400;ON
66,1374229;48,48;400;ON
66,9066042;48,6;400;ON
67,6635311;48,46;400;ON
68,4355518;49,01;400;ON
69,2366021;50,11;400;ON
70,0209361;50,5;400;OFF
70,7831643;50,28;400;OFF
71,5732345;50,25;400;OFF
72,3624975;51,04;400;OFF
73,1096541;51,49;400;OFF
73,8773757;50,95;400;OFF
74,6489871;51,08;400;OFF
75,4643318;52,5;400;OFF
76,2281277;53,78;400;OFF
77,0286142;54,82;400;OFF
77,7864451;56,02;400;OFF
78,5560519;57,01;400;OFF
79,3129343;57,36;400;OFF
80,0917571;57,44;400;OFF
80,8872033;56,68;400;OFF
81,6481066;55,71;400;OFF
82,4147928;55,31;400;OFF
83,1874652;55,25;400;OFF
83,9598156;55,26;400;OFF
84,7666859;55,04;400;OFF
85,5177309;54,21;400;OFF
86,3054321;53,32;400;OFF
87,1003101;52,41;400;OFF
87,8809642;51,89;400;OFF
88,6759981;51,51;400;OFF
89,4840997;51,21;400;OFF
90,2827331;51,1;400;OFF
91,0748789;50,93;400;OFF
91,8301663;50,75;400;OFF
92,6284297;50,84;400;OFF
93,4008488;50,97;400;OFF
94,1822746;51,34;400;OFF
94,974781;51,66;400;OFF
95,7491155;52;400;OFF
96,5236415;52,26;400;OFF
97,3154811;52,58;400;OFF
98,0572115;52,75;400;OFF
98,8206015;52,96;400;OFF
99,5963243;53,21;400;OFF
100,37648;53,46;400;OFF
101,1535479;53,73;400;OFF
101,9550524;53,9;400;OFF
102,7354158;54,02;400;OFF
103,5096797;53,96;400;OFF
104,3116482;53,9;400;OFF
105,1041346;53,72;400;OFF
105,8991674;53,47;400;OFF
106,6948926;53,32;400;OFF
107,4780014;53,21;400;OFF
108,2449376;53,1;400;OFF
109,0251322;52,93;400;OFF
109,8272559;52,82;400;OFF
110,6064012;52,66;400;OFF
111,3892015;52,61;400;OFF
112,1635961;52,62;400;OFF
112,9318644;52,61;400;OFF
113,730986;52,71;400;OFF
114,5556691;52,71;400;OFF
115,330024;52,77;400;OFF
116,1297433;52,77;400;OFF
116,9060545;52,73;400;OFF
117,7107216;52,66;400;OFF
118,4891514;52,67;400;OFF
119,2691334;52,63;400;OFF
120,0275079;52,69;400;OFF
120,794318;52,89;400;OFF
121,5977248;53,03;400;OFF
122,3847925;53,06;400;OFF
123,1701248;53,06;400;OFF
123,9597125;53,14;400;OFF
124,7337778;53,1;400;OFF
125,5038325;53,08;400;OFF
126,2760707;53,06;400;OFF
127,073355;52,97;400;OFF
127,8750165;53,08;400;OFF
128,6512099;53,09;400;OFF
129,4036802;53,07;400;OFF
130,1966858;53,15;400;OFF
130,9835469;53,24;400;OFF
131,7828464;53,21;400;OFF
132,5725084;53,21;400;OFF
133,4469593;53,1;400;OFF
134,2584131;53,04;400;OFF
135,0611553;52,91;400;OFF
135,8288576;53;400;OFF
136,6178306;53,22;400;OFF
137,4175446;53,29;400;OFF
138,2019678;53,37;400;OFF
138,9991648;53,2;400;OFF
139,7933839;52,95;400;OFF
140,5998808;52,88;400;OFF
141,3835669;52,9;400;OFF
142,1344415;53;400;OFF
142,9387907;53,03;400;OFF
143,7488814;53,15;400;OFF
144,5901418;53,15;400;OFF
145,3773096;53,1;400;OFF
146,1800261;53,21;400;OFF
146,9503481;53,32;400;OFF
147,7312967;53,32;400;OFF
148,5062411;53,25;400;OFF
149,2741567;53,18;400;OFF
150,0547689;53,29;400;OFF
150,8517375;53,32;400;OFF
151,6459109;53,2;400;OFF
152,4637303;53,22;400;OFF
153,2627168;53,21;400;OFF
154,0260335;53,15;400;OFF
154,81362;53,29;400;OFF
155,5926788;53,25;400;OFF
156,3785126;53,27;400;OFF
157,1612215;53,28;400;OFF
157,9288132;53,32;400;OFF
158,7252664;53,25;400;OFF
159,5061497;53,29;400;OFF
160,3083391;53,31;400;OFF
161,0840575;53,42;400;OFF
161,8693861;53,41;400;OFF
162,6824094;53,57;400;OFF
163,4778553;53,67;400;OFF
164,2540139;53,71;400;OFF
165,0410178;53,54;400;OFF
165,8288437;53,38;400;OFF
166,6115035;53,21;400;OFF
167,3755489;53,2;400;OFF
168,1690816;53,17;400;OFF
168,9449249;53,27;400;OFF
169,7537821;53,4;400;OFF
170,5331724;53,42;400;OFF
171,3031013;53,56;400;OFF
172,0814979;53,57;400;OFF
172,8536262;53,56;400;OFF
173,6007851;53,57;400;OFF
174,3803004;53,61;400;OFF
175,1508021;53,54;400;OFF
175,9323787;53,46;400;OFF
176,690777;53,46;400;OFF
177,4767739;53,46;400;OFF
178,273272;53,5;400;OFF
179,0855274;53,5;400;OFF
179,8690292;53,57;400;OFF
180,6422114;53,63;400;OFF
181,409785;53,63;400;OFF
182,2143694;53,57;400;OFF
182,9723547;53,53;400;OFF
183,7879958;53,57;400;OFF
184,5626113;53,6;400;OFF
185,3394511;53,51;400;OFF
186,1174206;53,46;400;OFF
186,9239307;53,45;400;OFF
187,7062903;53,51;400;OFF
188,4913428;53,57;400;OFF
189,2521468;53,75;400;OFF
190,0178717;53,87;400;OFF
190,7974588;53,78;400;OFF
191,5789537;53,87;400;OFF
192,3702054;53,92;400;OFF
193,1508312;53,92;400;OFF
193,9429124;53,79;400;OFF
194,7298895;53,78;400;OFF
195,5051;53,75;400;OFF
196,2692584;53,7;400;OFF
197,1110058;53,69;400;OFF
197,9640883;53,7;400;OFF
198,7427023;53,61;400;OFF
199,5220757;53,64;400;OFF
200,310975;53,72;400;OFF
201,0809372;53,69;400;OFF
201,8575391;53,71;400;OFF
202,643542;53,73;400;OFF
203,4458915;53,82;400;OFF
204,1907812;53,9;400;OFF
204,9957526;53,95;400;OFF
205,777743;53,97;400;OFF
206,5776945;53,93;400;OFF
207,3385977;53,93;400;OFF
208,1599856;53,95;400;OFF
208,9366691;53,86;400;OFF
209,7057009;53,89;400;OFF
210,5038744;53,84;400;OFF
211,2862925;53,84;400;OFF
212,0914687;53,75;400;OFF
212,8719993;53,77;400;OFF
213,6334594;53,7;400;OFF
214,4041065;53,78;400;OFF
215,1880263;53,7;400;OFF
215,9949861;53,79;400;OFF
216,7848158;53,93;400;OFF
217,5857192;54,03;400;OFF
218,3692769;54,05;400;OFF
219,1413886;54,05;400;OFF
219,8857047;54,04;400;OFF
220,7033765;54;400;OFF
221,479651;53,95;400;OFF
222,2844624;53,9;400;OFF
223,0712998;53,86;400;OFF
223,8499976;53,88;400;OFF
224,6373134;53,82;400;OFF
225,4476212;53,9;400;OFF
226,2348845;53,89;400;OFF
227,022067;53,96;400;OFF
227,8449732;54,07;400;OFF
228,6517185;54,15;400;OFF
229,4250238;54,07;400;OFF
230,2143316;54,11;400;OFF
230,9832339;54,07;400;OFF
231,7702846;54,1;400;OFF
232,5290915;54,09;400;OFF
233,310042;54,04;400;OFF
234,0871533;54,06;400;OFF
234,8349695;54,02;400;OFF
235,5717646;53,95;400;OFF
236,3601678;54,03;400;OFF
237,1290697;54,04;400;OFF
237,9224509;54,03;400;OFF
238,713732;54,02;400;OFF
239,4927222;54,04;400;OFF
240,2930841;54,1;400;OFF
241,0625248;54,07;400;OFF
241,8348344;54,07;400;OFF
242,5803515;54,11;400;OFF
243,3540219;54,07;400;OFF
244,1668187;54,07;400;OFF
244,9327778;54,12;400;OFF
245,7236477;54,08;400;OFF
246,4781033;54,2;400;OFF
247,2587627;54,07;400;OFF
248,0455775;54,07;400;OFF
248,8491319;54,08;400;OFF
249,6365046;54,16;400;OFF
250,3849771;54,13;400;OFF
251,1573581;54,15;400;OFF
251,8973573;54,15;400;OFF
252,6731844;54,15;400;OFF
253,4134071;54,11;400;OFF
254,1960737;54,09;400;OFF
255,0016893;54,15;400;OFF
255,8134066;54,25;400;OFF
256,5996818;54,27;400;OFF
257,3901825;54,4;400;OFF
258,1799283;54,29;400;OFF
258,980936;54,31;400;OFF
259,7613541;54,21;400;OFF
260,5376079;54,2;400;OFF
261,3272008;54,21;400;OFF
262,1197582;54,21;400;OFF
262,9279674;54,17;400;OFF
263,689272;54,12;400;OFF
264,5011701;54,16;400;OFF
265,3034106;54,21;400;OFF
266,1071639;54,24;400;OFF
266,8930796;54,25;400;OFF
267,7072569;54,3;400;OFF
268,5003735;54,36;400;OFF
269,2364133;54,32;400;OFF
270,0217917;54,33;400;OFF
270,8097298;54,27;400;OFF
271,6235906;54,26;400;OFF
272,427805;54,26;400;OFF
273,2006179;54,17;400;OFF
274,0113407;54,21;400;OFF
274,7999451;54,25;400;OFF
275,6190846;54,38;400;OFF
276,3907945;54,41;400;OFF
277,1550435;54,45;400;OFF
277,9416638;54,39;400;OFF
278,7365946;54,39;400;OFF
279,5332521;54,29;400;OFF
280,3625749;54,22;400;OFF
281,1573097;54,3;400;OFF
281,9397268;54,27;400;OFF
282,7300885;54,28;400;OFF
283,5249789;54,36;400;OFF
284,3241824;54,44;400;OFF
285,1011034;54,39;400;OFF
285,8510738;54,34;400;OFF
286,6175421;54,38;400;OFF
287,4321963;54,35;400;OFF
288,1923175;54,35;400;OFF
288,9893534;54,33;400;OFF
289,7735099;54,32;400;OFF
290,6221335;54,34;400;OFF
291,4277869;54,39;400;OFF
